,0,1,2,3,4,5,6,7,8,9,10,11,12
10468,4,11,10.0,15.0,22.0,23.0,,,,,,,
10469,6,5,4.0,11.0,10.0,16.0,8.0,7.0,18.0,20.0,22.0,23.0,24.0
10470,22,23,14.0,15.0,10.0,16.0,18.0,7.0,8.0,9.0,5.0,6.0,2.0
10471,1,2,6.0,8.0,9.0,10.0,16.0,18.0,20.0,22.0,,,
10472,2,6,5.0,4.0,11.0,14.0,15.0,10.0,17.0,16.0,18.0,20.0,22.0
10473,13,24,21.0,22.0,15.0,10.0,16.0,18.0,7.0,,,,
10474,2,6,5.0,4.0,11.0,14.0,23.0,22.0,,,,,
10475,15,10,16.0,18.0,7.0,8.0,6.0,2.0,1.0,,,,
10476,18,16,17.0,19.0,20.0,22.0,15.0,14.0,,,,,
10477,18,16,10.0,17.0,19.0,15.0,14.0,,,,,,
10478,1,3,4.0,11.0,14.0,15.0,10.0,9.0,8.0,7.0,18.0,20.0,
10479,7,8,16.0,17.0,19.0,15.0,10.0,11.0,12.0,13.0,,,
10480,21,22,15.0,10.0,11.0,12.0,3.0,1.0,2.0,6.0,5.0,,
10481,9,10,15.0,14.0,11.0,4.0,3.0,1.0,,,,,
10482,8,9,10.0,15.0,22.0,23.0,24.0,13.0,12.0,,,,
10483,3,12,13.0,24.0,21.0,20.0,19.0,15.0,,,,,
10484,12,11,4.0,5.0,6.0,8.0,16.0,17.0,19.0,,,,
10485,6,8,7.0,18.0,16.0,10.0,15.0,22.0,20.0,,,,
10486,5,4,11.0,10.0,16.0,8.0,7.0,18.0,20.0,22.0,21.0,,
10487,22,23,24.0,21.0,20.0,19.0,15.0,10.0,11.0,12.0,3.0,1.0,
10488,1,3,4.0,5.0,9.0,10.0,16.0,17.0,19.0,15.0,22.0,,
10489,12,11,14.0,23.0,22.0,20.0,18.0,7.0,8.0,,,,
10490,2,1,3.0,4.0,11.0,12.0,13.0,24.0,21.0,20.0,,,
10491,24,21,20.0,22.0,15.0,14.0,11.0,4.0,3.0,1.0,2.0,6.0,
10492,1,2,6.0,5.0,4.0,3.0,12.0,13.0,24.0,21.0,22.0,15.0,19.0
10493,20,18,16.0,10.0,15.0,14.0,11.0,4.0,5.0,6.0,2.0,,
10494,16,8,9.0,10.0,11.0,12.0,13.0,,,,,,
10495,22,15,19.0,20.0,18.0,7.0,8.0,9.0,5.0,6.0,2.0,1.0,
10496,22,15,19.0,20.0,18.0,16.0,10.0,9.0,8.0,6.0,,,
10497,21,20,19.0,17.0,16.0,10.0,9.0,5.0,4.0,3.0,1.0,,
10498,18,7,8.0,9.0,10.0,15.0,14.0,11.0,12.0,3.0,1.0,,
10499,24,21,20.0,19.0,17.0,16.0,8.0,7.0,,,,,
10500,13,24,21.0,22.0,23.0,,,,,,,,
10501,6,8,9.0,10.0,15.0,19.0,20.0,21.0,24.0,23.0,22.0,,
10502,22,23,24.0,13.0,12.0,11.0,10.0,16.0,18.0,7.0,8.0,6.0,2.0
10503,6,8,7.0,18.0,16.0,10.0,11.0,14.0,15.0,22.0,23.0,,
10504,10,11,14.0,15.0,22.0,21.0,24.0,,,,,,
10505,6,2,1.0,3.0,12.0,11.0,10.0,15.0,19.0,,,,
10506,24,13,12.0,11.0,10.0,15.0,19.0,17.0,16.0,8.0,9.0,,
10507,13,24,21.0,20.0,18.0,16.0,8.0,9.0,5.0,6.0,,,
10508,20,22,21.0,24.0,23.0,14.0,11.0,,,,,,
10509,17,16,10.0,15.0,19.0,20.0,22.0,23.0,,,,,
10510,20,21,24.0,13.0,12.0,11.0,10.0,9.0,5.0,4.0,3.0,1.0,
10511,15,22,20.0,19.0,17.0,16.0,8.0,9.0,5.0,6.0,2.0,,
10512,22,15,19.0,17.0,10.0,16.0,18.0,7.0,8.0,6.0,2.0,1.0,
10513,16,8,9.0,10.0,15.0,19.0,20.0,22.0,23.0,,,,
10514,24,23,22.0,20.0,19.0,17.0,16.0,,,,,,
10515,24,21,22.0,20.0,18.0,16.0,10.0,11.0,12.0,3.0,4.0,5.0,6.0
10516,22,23,24.0,21.0,20.0,19.0,15.0,10.0,16.0,8.0,6.0,2.0,1.0
10517,8,7,18.0,20.0,22.0,15.0,10.0,11.0,14.0,,,,
10518,8,6,5.0,9.0,10.0,17.0,19.0,20.0,21.0,,,,
10519,14,11,10.0,15.0,22.0,20.0,21.0,,,,,,
10520,22,20,19.0,15.0,10.0,11.0,12.0,3.0,4.0,,,,
10521,7,18,16.0,17.0,10.0,9.0,5.0,4.0,11.0,14.0,,,
10522,12,3,4.0,11.0,10.0,17.0,16.0,18.0,7.0,,,,
10523,8,7,18.0,20.0,19.0,15.0,10.0,11.0,14.0,,,,
10524,1,2,6.0,5.0,9.0,10.0,17.0,19.0,20.0,18.0,,,
10525,22,20,19.0,17.0,10.0,11.0,12.0,3.0,1.0,,,,
10526,22,21,20.0,19.0,15.0,14.0,11.0,10.0,9.0,5.0,6.0,2.0,
10527,24,21,22.0,23.0,14.0,11.0,12.0,3.0,1.0,2.0,6.0,,
10528,22,15,19.0,20.0,18.0,16.0,,,,,,,
10529,8,6,5.0,4.0,,,,,,,,,
10530,14,15,22.0,23.0,24.0,21.0,20.0,,,,,,
10531,12,11,14.0,15.0,22.0,20.0,18.0,7.0,8.0,,,,
10532,21,22,23.0,14.0,11.0,4.0,5.0,6.0,,,,,
10533,19,17,16.0,10.0,11.0,12.0,13.0,,,,,,
10534,24,21,22.0,15.0,14.0,11.0,4.0,,,,,,
10535,24,23,14.0,11.0,4.0,5.0,9.0,10.0,16.0,8.0,6.0,,
10536,12,13,24.0,23.0,14.0,11.0,10.0,16.0,18.0,7.0,,,
10537,13,24,23.0,14.0,15.0,19.0,17.0,10.0,9.0,,,,
10538,2,6,8.0,16.0,10.0,15.0,14.0,,,,,,
10539,21,20,22.0,23.0,14.0,11.0,4.0,5.0,,,,,
10540,2,6,8.0,9.0,10.0,15.0,19.0,,,,,,
10541,2,1,3.0,4.0,11.0,10.0,17.0,,,,,,
10542,6,5,4.0,11.0,10.0,15.0,22.0,20.0,21.0,24.0,23.0,,
10543,4,5,9.0,8.0,16.0,18.0,20.0,21.0,24.0,,,,
10544,24,21,22.0,20.0,19.0,15.0,14.0,11.0,4.0,3.0,1.0,2.0,6.0
10545,1,2,6.0,5.0,4.0,11.0,14.0,15.0,22.0,20.0,,,
10546,20,18,16.0,17.0,19.0,15.0,10.0,11.0,12.0,3.0,1.0,,
10547,22,21,24.0,23.0,14.0,11.0,4.0,5.0,6.0,2.0,,,
10548,8,16,10.0,17.0,19.0,20.0,22.0,15.0,14.0,23.0,24.0,,
10549,11,10,15.0,19.0,17.0,16.0,18.0,,,,,,
10550,8,16,18.0,20.0,21.0,22.0,15.0,,,,,,
10551,19,17,16.0,10.0,11.0,,,,,,,,
10552,13,24,23.0,22.0,15.0,14.0,11.0,10.0,17.0,,,,
10553,17,19,15.0,14.0,11.0,4.0,,,,,,,
10554,4,11,10.0,15.0,19.0,20.0,22.0,,,,,,
10555,8,7,18.0,16.0,10.0,11.0,12.0,3.0,,,,,
10556,17,10,9.0,5.0,4.0,11.0,12.0,3.0,,,,,
10557,9,8,16.0,17.0,10.0,11.0,12.0,,,,,,
10558,4,11,10.0,16.0,17.0,,,,,,,,
10559,21,20,18.0,7.0,8.0,16.0,10.0,11.0,4.0,,,,
10560,10,9,8.0,16.0,18.0,7.0,,,,,,,
10561,2,1,3.0,12.0,13.0,24.0,23.0,14.0,15.0,,,,
10562,15,22,21.0,24.0,13.0,12.0,11.0,4.0,3.0,1.0,,,
10563,6,5,4.0,11.0,10.0,16.0,17.0,19.0,20.0,22.0,21.0,24.0,
10564,22,20,18.0,16.0,8.0,9.0,10.0,11.0,12.0,3.0,1.0,2.0,
10565,8,16,18.0,20.0,19.0,17.0,10.0,15.0,14.0,,,,
10566,1,3,12.0,11.0,10.0,9.0,8.0,7.0,18.0,20.0,22.0,15.0,19.0
10567,24,21,20.0,22.0,15.0,10.0,11.0,12.0,3.0,4.0,5.0,6.0,
10568,7,8,16.0,17.0,10.0,11.0,12.0,3.0,,,,,
10569,13,12,11.0,14.0,15.0,19.0,17.0,10.0,16.0,18.0,7.0,,
10570,5,4,3.0,12.0,11.0,10.0,17.0,19.0,20.0,,,,
10571,16,8,9.0,10.0,11.0,12.0,13.0,24.0,23.0,,,,
10572,1,3,4.0,5.0,6.0,8.0,16.0,10.0,11.0,14.0,15.0,22.0,
10573,1,3,4.0,5.0,9.0,8.0,16.0,17.0,10.0,15.0,22.0,20.0,
10574,13,24,21.0,20.0,19.0,15.0,10.0,16.0,18.0,7.0,8.0,,
10575,21,22,20.0,19.0,17.0,16.0,10.0,9.0,5.0,4.0,,,
10576,1,2,6.0,8.0,16.0,17.0,10.0,15.0,19.0,20.0,21.0,22.0,
10577,16,17,19.0,20.0,21.0,22.0,23.0,24.0,,,,,
10578,22,21,20.0,19.0,17.0,16.0,8.0,6.0,2.0,1.0,,,
10579,17,10,11.0,14.0,15.0,22.0,20.0,21.0,24.0,,,,
10580,1,3,4.0,5.0,6.0,8.0,7.0,18.0,16.0,17.0,19.0,20.0,22.0
10581,6,8,16.0,18.0,20.0,21.0,22.0,23.0,,,,,
10582,2,6,8.0,9.0,10.0,17.0,16.0,18.0,20.0,19.0,,,
10583,1,2,6.0,5.0,4.0,3.0,12.0,11.0,14.0,15.0,19.0,20.0,22.0
10584,23,14,11.0,4.0,,,,,,,,,
10585,21,20,19.0,17.0,10.0,15.0,14.0,11.0,4.0,3.0,1.0,,
10586,10,15,14.0,11.0,4.0,5.0,6.0,,,,,,
10587,22,21,20.0,18.0,16.0,8.0,6.0,5.0,4.0,11.0,12.0,3.0,1.0
10588,16,17,19.0,20.0,22.0,21.0,24.0,23.0,,,,,
10589,13,24,21.0,20.0,19.0,15.0,22.0,,,,,,
10590,17,10,11.0,14.0,23.0,24.0,13.0,12.0,3.0,1.0,,,
10591,21,22,15.0,14.0,11.0,10.0,16.0,8.0,,,,,
10592,6,5,4.0,3.0,12.0,11.0,10.0,17.0,19.0,15.0,22.0,21.0,24.0
10593,20,18,7.0,8.0,16.0,17.0,10.0,11.0,4.0,5.0,,,
10594,18,16,10.0,15.0,22.0,21.0,24.0,13.0,12.0,3.0,1.0,,
10595,2,6,8.0,7.0,18.0,20.0,21.0,24.0,23.0,22.0,,,
10596,23,22,15.0,14.0,11.0,4.0,3.0,1.0,2.0,6.0,8.0,,
10597,9,10,11.0,12.0,3.0,1.0,,,,,,,
10598,1,3,12.0,13.0,24.0,23.0,14.0,15.0,19.0,17.0,,,
10599,19,15,22.0,23.0,14.0,11.0,12.0,,,,,,
10600,18,16,10.0,9.0,5.0,4.0,11.0,14.0,,,,,
10601,21,22,20.0,19.0,17.0,16.0,10.0,15.0,14.0,11.0,4.0,,
10602,7,18,16.0,8.0,6.0,2.0,1.0,3.0,4.0,11.0,14.0,,
10603,2,6,5.0,4.0,11.0,10.0,15.0,19.0,20.0,21.0,24.0,23.0,22.0
10604,22,15,10.0,16.0,18.0,7.0,,,,,,,
10605,2,6,8.0,16.0,10.0,17.0,19.0,15.0,14.0,23.0,22.0,,
10606,24,23,22.0,15.0,19.0,17.0,10.0,11.0,4.0,5.0,6.0,,
10607,2,1,3.0,12.0,11.0,10.0,17.0,19.0,20.0,,,,
10608,7,8,9.0,5.0,4.0,11.0,14.0,23.0,24.0,,,,
10609,8,16,18.0,20.0,19.0,,,,,,,,
10610,22,21,24.0,13.0,12.0,11.0,10.0,16.0,18.0,7.0,8.0,6.0,2.0
10611,7,8,16.0,17.0,10.0,11.0,12.0,3.0,4.0,,,,
10612,12,13,24.0,23.0,22.0,15.0,19.0,20.0,18.0,,,,
10613,21,22,15.0,10.0,16.0,18.0,7.0,8.0,,,,,
10614,22,20,19.0,15.0,10.0,11.0,4.0,5.0,6.0,2.0,1.0,,
10615,24,21,20.0,22.0,15.0,14.0,11.0,4.0,5.0,9.0,,,
10616,24,21,20.0,22.0,15.0,19.0,,,,,,,
10617,19,17,10.0,16.0,18.0,,,,,,,,
10618,13,12,3.0,4.0,,,,,,,,,
10619,14,23,22.0,15.0,19.0,17.0,10.0,9.0,5.0,6.0,2.0,,
10620,16,18,20.0,19.0,17.0,10.0,11.0,4.0,3.0,,,,
10621,1,2,6.0,5.0,4.0,3.0,12.0,13.0,24.0,23.0,22.0,21.0,20.0
10622,1,3,4.0,5.0,9.0,10.0,16.0,18.0,20.0,19.0,15.0,22.0,
10623,2,6,8.0,9.0,5.0,4.0,11.0,10.0,16.0,18.0,20.0,21.0,22.0
10624,24,21,20.0,19.0,15.0,10.0,16.0,8.0,6.0,5.0,9.0,,
10625,1,3,12.0,11.0,14.0,15.0,22.0,23.0,24.0,21.0,,,
10626,7,8,6.0,5.0,9.0,10.0,11.0,12.0,,,,,
10627,14,15,19.0,17.0,10.0,9.0,5.0,6.0,8.0,,,,
10628,4,11,14.0,23.0,22.0,,,,,,,,
10629,13,24,21.0,20.0,22.0,15.0,10.0,9.0,8.0,,,,
10630,10,11,12.0,13.0,,,,,,,,,
10631,6,5,9.0,8.0,16.0,18.0,20.0,22.0,23.0,,,,
10632,2,1,3.0,12.0,11.0,14.0,23.0,24.0,21.0,22.0,20.0,,
10633,22,15,14.0,11.0,10.0,9.0,8.0,,,,,,
10634,21,22,20.0,19.0,17.0,10.0,16.0,,,,,,
10635,11,12,3.0,4.0,5.0,9.0,8.0,7.0,,,,,
10636,1,2,6.0,5.0,4.0,11.0,14.0,15.0,10.0,16.0,18.0,20.0,19.0
10637,22,21,20.0,19.0,17.0,16.0,8.0,9.0,5.0,,,,
10638,23,24,21.0,20.0,19.0,15.0,10.0,17.0,16.0,8.0,6.0,,
10639,14,11,10.0,17.0,16.0,,,,,,,,
10640,6,5,9.0,10.0,17.0,19.0,15.0,22.0,23.0,24.0,,,
10641,21,24,23.0,22.0,15.0,10.0,16.0,8.0,9.0,5.0,,,
10642,7,18,16.0,17.0,10.0,9.0,5.0,4.0,11.0,,,,
10643,13,12,11.0,10.0,16.0,8.0,6.0,2.0,,,,,
10644,21,22,23.0,14.0,11.0,4.0,3.0,1.0,,,,,
10645,15,19,20.0,22.0,23.0,24.0,13.0,12.0,3.0,,,,
10646,12,13,24.0,21.0,22.0,20.0,19.0,,,,,,
10647,2,6,5.0,4.0,3.0,12.0,13.0,24.0,23.0,22.0,20.0,,
10648,20,19,15.0,22.0,23.0,24.0,13.0,12.0,3.0,4.0,5.0,,
10649,1,3,12.0,13.0,,,,,,,,,
10650,14,11,12.0,3.0,4.0,,,,,,,,
10651,17,16,8.0,9.0,10.0,15.0,14.0,11.0,4.0,3.0,1.0,,
10652,19,20,18.0,16.0,10.0,9.0,5.0,4.0,3.0,1.0,,,
10653,13,12,11.0,10.0,16.0,,,,,,,,
10654,6,5,9.0,10.0,16.0,18.0,20.0,21.0,22.0,,,,
10655,8,16,10.0,17.0,19.0,15.0,22.0,23.0,14.0,,,,
10656,6,8,16.0,17.0,10.0,15.0,14.0,23.0,22.0,,,,
10657,23,14,11.0,4.0,3.0,1.0,2.0,6.0,8.0,,,,
10658,1,3,12.0,11.0,4.0,5.0,9.0,10.0,16.0,17.0,19.0,15.0,22.0
10659,21,20,19.0,15.0,,,,,,,,,
10660,24,21,20.0,19.0,17.0,16.0,10.0,11.0,4.0,3.0,1.0,2.0,6.0
10661,4,11,10.0,17.0,16.0,18.0,20.0,21.0,22.0,,,,
10662,19,15,22.0,20.0,18.0,7.0,8.0,6.0,5.0,4.0,3.0,1.0,
10663,18,20,22.0,15.0,10.0,16.0,8.0,6.0,2.0,1.0,,,
10664,14,15,10.0,11.0,4.0,5.0,6.0,8.0,16.0,18.0,7.0,,
10665,9,8,16.0,10.0,15.0,19.0,20.0,21.0,,,,,
10666,6,2,1.0,3.0,4.0,11.0,10.0,17.0,19.0,15.0,22.0,23.0,24.0
10667,8,6,5.0,9.0,10.0,15.0,22.0,23.0,24.0,,,,
10668,12,3,4.0,11.0,10.0,16.0,17.0,19.0,,,,,
10669,20,19,15.0,14.0,11.0,10.0,17.0,16.0,8.0,6.0,2.0,,
10670,1,3,4.0,5.0,6.0,8.0,9.0,10.0,11.0,14.0,15.0,,
10671,2,1,3.0,12.0,13.0,24.0,23.0,22.0,15.0,14.0,,,
10672,23,24,13.0,12.0,11.0,4.0,3.0,1.0,2.0,6.0,8.0,,
10673,8,9,10.0,17.0,19.0,15.0,22.0,23.0,14.0,,,,
10674,20,19,15.0,10.0,9.0,8.0,6.0,2.0,,,,,
10675,2,6,8.0,9.0,10.0,16.0,18.0,20.0,22.0,15.0,19.0,,
10676,24,21,22.0,15.0,10.0,16.0,18.0,7.0,8.0,9.0,,,
10677,4,5,6.0,8.0,9.0,10.0,17.0,19.0,15.0,22.0,21.0,,
10678,1,3,4.0,5.0,9.0,10.0,17.0,19.0,20.0,22.0,15.0,,
10679,5,6,8.0,16.0,,,,,,,,,
10680,16,8,7.0,18.0,20.0,22.0,23.0,24.0,13.0,,,,
10681,5,6,8.0,7.0,18.0,20.0,22.0,15.0,19.0,,,,
10682,17,19,20.0,22.0,23.0,14.0,,,,,,,
10683,10,15,14.0,11.0,4.0,3.0,1.0,,,,,,
10684,5,4,3.0,12.0,11.0,14.0,15.0,10.0,17.0,19.0,20.0,,
10685,13,24,23.0,14.0,11.0,4.0,3.0,1.0,2.0,,,,
10686,24,23,14.0,11.0,10.0,17.0,16.0,8.0,7.0,,,,
10687,12,11,4.0,3.0,1.0,2.0,6.0,5.0,9.0,8.0,7.0,,
10688,23,22,21.0,20.0,19.0,17.0,16.0,8.0,6.0,,,,
10689,20,19,15.0,22.0,23.0,14.0,11.0,10.0,9.0,5.0,,,
10690,9,8,16.0,10.0,15.0,19.0,20.0,22.0,23.0,24.0,,,
10691,1,2,6.0,8.0,7.0,18.0,16.0,17.0,10.0,11.0,14.0,15.0,22.0
10692,1,2,6.0,8.0,16.0,10.0,11.0,14.0,23.0,,,,
10693,4,11,10.0,17.0,19.0,15.0,22.0,20.0,21.0,,,,
10694,1,2,6.0,8.0,16.0,10.0,17.0,19.0,20.0,22.0,23.0,,
10695,23,22,20.0,18.0,16.0,8.0,6.0,,,,,,
10696,22,15,19.0,17.0,16.0,10.0,9.0,,,,,,
10697,8,7,18.0,16.0,10.0,17.0,19.0,20.0,22.0,23.0,,,
10698,21,22,20.0,18.0,16.0,10.0,15.0,14.0,11.0,,,,
10699,3,4,5.0,9.0,8.0,16.0,18.0,20.0,22.0,,,,
10700,8,9,10.0,17.0,19.0,15.0,14.0,23.0,24.0,,,,
10701,2,6,8.0,16.0,10.0,11.0,14.0,23.0,24.0,21.0,22.0,,
10702,20,19,15.0,14.0,11.0,4.0,3.0,1.0,2.0,,,,
10703,1,3,12.0,11.0,10.0,17.0,16.0,18.0,20.0,19.0,15.0,22.0,
10704,8,16,17.0,10.0,15.0,22.0,21.0,24.0,23.0,,,,
10705,13,24,23.0,22.0,20.0,19.0,15.0,10.0,9.0,5.0,6.0,,
10706,14,11,10.0,9.0,5.0,4.0,3.0,1.0,,,,,
10707,7,8,9.0,10.0,17.0,19.0,20.0,22.0,15.0,,,,
10708,18,16,17.0,19.0,15.0,10.0,9.0,,,,,,
10709,6,8,16.0,18.0,20.0,22.0,15.0,14.0,23.0,,,,
10710,1,2,6.0,8.0,9.0,10.0,15.0,14.0,23.0,22.0,21.0,,
10711,22,20,21.0,24.0,23.0,14.0,15.0,10.0,11.0,12.0,3.0,1.0,2.0
10712,5,4,11.0,14.0,15.0,10.0,16.0,18.0,20.0,,,,
10713,3,4,11.0,14.0,15.0,,,,,,,,
10714,7,8,9.0,10.0,16.0,17.0,19.0,20.0,22.0,23.0,14.0,,
10715,13,24,23.0,22.0,20.0,18.0,16.0,8.0,,,,,
10716,22,23,14.0,15.0,19.0,17.0,10.0,9.0,5.0,4.0,3.0,,
10717,1,3,4.0,11.0,14.0,23.0,24.0,21.0,20.0,19.0,,,
10718,20,18,16.0,17.0,19.0,15.0,14.0,11.0,4.0,,,,
10719,24,13,12.0,11.0,10.0,15.0,22.0,21.0,20.0,18.0,7.0,8.0,6.0
10720,4,11,10.0,16.0,17.0,19.0,20.0,18.0,7.0,,,,
10721,9,10,15.0,19.0,20.0,22.0,21.0,24.0,23.0,,,,
10722,22,20,19.0,17.0,10.0,16.0,8.0,9.0,5.0,6.0,2.0,,
10723,16,18,7.0,8.0,6.0,5.0,,,,,,,
10724,1,3,12.0,11.0,10.0,15.0,19.0,20.0,21.0,22.0,,,
10725,10,11,14.0,15.0,22.0,20.0,21.0,24.0,,,,,
10726,1,3,12.0,11.0,10.0,,,,,,,,
10727,1,2,6.0,5.0,9.0,10.0,16.0,17.0,19.0,20.0,22.0,,
10728,14,11,10.0,15.0,22.0,21.0,20.0,18.0,7.0,,,,
10729,23,22,20.0,18.0,7.0,8.0,16.0,,,,,,
10730,22,23,14.0,15.0,19.0,17.0,16.0,10.0,9.0,8.0,6.0,,
10731,21,20,18.0,7.0,8.0,9.0,5.0,4.0,11.0,,,,
10732,1,2,6.0,5.0,4.0,3.0,12.0,13.0,24.0,23.0,14.0,15.0,22.0
10733,15,14,11.0,4.0,3.0,,,,,,,,
10734,21,20,22.0,15.0,19.0,17.0,16.0,8.0,6.0,5.0,,,
10735,21,22,15.0,14.0,11.0,4.0,3.0,1.0,2.0,6.0,,,
10736,7,8,16.0,18.0,20.0,22.0,23.0,14.0,11.0,,,,
10737,16,8,,,,,,,,,,,
10738,16,17,19.0,15.0,22.0,21.0,24.0,13.0,,,,,
10739,21,24,23.0,14.0,11.0,12.0,3.0,4.0,,,,,
10740,14,15,10.0,17.0,16.0,18.0,7.0,8.0,6.0,2.0,,,
10741,24,21,22.0,23.0,14.0,11.0,10.0,16.0,17.0,,,,
10742,9,8,16.0,18.0,20.0,22.0,21.0,,,,,,
10743,8,6,5.0,4.0,11.0,12.0,3.0,,,,,,
10744,20,21,22.0,23.0,14.0,11.0,12.0,3.0,4.0,,,,
10745,18,20,22.0,23.0,14.0,11.0,12.0,3.0,4.0,,,,
10746,20,18,16.0,10.0,9.0,8.0,,,,,,,
10747,23,14,15.0,22.0,20.0,18.0,16.0,8.0,9.0,5.0,6.0,,
10748,22,20,19.0,15.0,14.0,11.0,4.0,5.0,6.0,2.0,,,
10749,11,4,5.0,9.0,8.0,16.0,18.0,7.0,,,,,
10750,22,23,14.0,15.0,10.0,16.0,18.0,7.0,8.0,6.0,2.0,1.0,
10751,22,20,19.0,15.0,10.0,9.0,8.0,6.0,2.0,,,,
10752,13,12,11.0,10.0,16.0,8.0,6.0,,,,,,
10753,14,15,19.0,17.0,10.0,9.0,8.0,7.0,18.0,,,,
10754,1,3,4.0,5.0,9.0,8.0,16.0,17.0,10.0,15.0,22.0,,
10755,4,3,,,,,,,,,,,
10756,5,6,8.0,9.0,10.0,15.0,22.0,20.0,19.0,,,,
10757,6,8,16.0,17.0,19.0,15.0,14.0,11.0,4.0,3.0,12.0,13.0,24.0
10758,23,14,11.0,10.0,15.0,22.0,20.0,18.0,7.0,8.0,6.0,,
10759,22,15,10.0,17.0,16.0,8.0,9.0,5.0,4.0,11.0,12.0,3.0,1.0
10760,7,8,16.0,10.0,11.0,14.0,15.0,22.0,21.0,24.0,13.0,,
10761,2,1,3.0,4.0,5.0,9.0,10.0,17.0,19.0,15.0,22.0,,
10762,4,3,12.0,11.0,10.0,16.0,17.0,19.0,,,,,
10763,9,10,11.0,14.0,15.0,19.0,20.0,22.0,23.0,24.0,,,
10764,3,12,11.0,10.0,17.0,19.0,15.0,22.0,23.0,,,,
10765,2,1,3.0,4.0,5.0,9.0,10.0,17.0,16.0,18.0,20.0,22.0,
10766,22,15,10.0,9.0,5.0,4.0,3.0,1.0,2.0,6.0,,,
10767,24,21,22.0,20.0,19.0,15.0,14.0,11.0,12.0,3.0,4.0,5.0,6.0
10768,20,21,22.0,23.0,14.0,11.0,10.0,9.0,8.0,6.0,2.0,,
10769,1,3,12.0,11.0,10.0,15.0,14.0,,,,,,
10770,11,10,9.0,5.0,6.0,8.0,16.0,18.0,20.0,,,,
10771,2,6,5.0,9.0,10.0,17.0,19.0,15.0,,,,,
10772,6,8,16.0,10.0,11.0,14.0,15.0,22.0,23.0,,,,
10773,24,23,14.0,15.0,19.0,,,,,,,,
10774,5,9,10.0,11.0,14.0,23.0,22.0,15.0,19.0,20.0,,,
10775,21,20,19.0,17.0,16.0,10.0,9.0,5.0,,,,,
10776,18,20,21.0,24.0,13.0,12.0,3.0,4.0,,,,,
10777,9,8,16.0,17.0,19.0,15.0,22.0,23.0,24.0,,,,
10778,7,8,16.0,17.0,19.0,15.0,22.0,21.0,24.0,23.0,14.0,,
10779,14,15,19.0,20.0,18.0,16.0,8.0,6.0,2.0,,,,
10780,4,5,9.0,8.0,16.0,18.0,20.0,21.0,,,,,
10781,19,20,18.0,16.0,8.0,9.0,10.0,11.0,4.0,3.0,1.0,,
10782,24,21,22.0,15.0,19.0,17.0,10.0,16.0,18.0,7.0,8.0,6.0,
10783,17,16,8.0,7.0,18.0,20.0,21.0,24.0,13.0,,,,
10784,9,10,15.0,14.0,23.0,22.0,21.0,20.0,,,,,
10785,24,23,22.0,20.0,19.0,17.0,10.0,16.0,18.0,7.0,8.0,6.0,
10786,8,7,18.0,20.0,19.0,17.0,16.0,10.0,11.0,14.0,23.0,,
10787,1,3,4.0,5.0,6.0,8.0,9.0,10.0,11.0,14.0,23.0,22.0,
10788,2,1,3.0,4.0,5.0,9.0,8.0,16.0,17.0,19.0,20.0,21.0,22.0
10789,24,13,12.0,11.0,4.0,,,,,,,,
10790,6,8,9.0,10.0,17.0,19.0,15.0,22.0,21.0,24.0,,,
10791,9,8,16.0,17.0,10.0,11.0,14.0,15.0,22.0,23.0,24.0,,
10792,1,3,4.0,5.0,6.0,8.0,16.0,17.0,19.0,20.0,18.0,,
10793,4,5,9.0,10.0,17.0,16.0,18.0,20.0,,,,,
10794,20,22,23.0,14.0,11.0,10.0,9.0,5.0,6.0,,,,
10795,3,1,2.0,6.0,5.0,4.0,11.0,10.0,15.0,22.0,,,
10796,24,23,14.0,15.0,22.0,21.0,20.0,18.0,7.0,8.0,9.0,5.0,6.0
10797,24,21,20.0,19.0,15.0,10.0,11.0,4.0,5.0,9.0,8.0,,
10798,16,18,20.0,22.0,15.0,10.0,11.0,4.0,3.0,,,,
10799,7,8,16.0,10.0,17.0,19.0,15.0,,,,,,
10800,2,1,3.0,4.0,5.0,6.0,8.0,9.0,10.0,16.0,18.0,20.0,22.0
10801,20,21,22.0,15.0,19.0,17.0,10.0,9.0,5.0,4.0,,,
10802,2,6,8.0,7.0,18.0,20.0,21.0,22.0,,,,,
10803,22,21,24.0,13.0,12.0,11.0,14.0,15.0,10.0,16.0,8.0,6.0,2.0
10804,21,24,23.0,14.0,15.0,10.0,16.0,8.0,6.0,,,,
10805,20,22,15.0,10.0,9.0,5.0,6.0,2.0,,,,,
10806,2,6,5.0,4.0,3.0,12.0,11.0,14.0,23.0,22.0,15.0,,
10807,22,20,19.0,15.0,10.0,9.0,8.0,6.0,5.0,4.0,3.0,1.0,
10808,23,24,13.0,12.0,11.0,14.0,15.0,10.0,16.0,8.0,6.0,,
10809,15,22,21.0,20.0,,,,,,,,,
10810,5,9,10.0,11.0,14.0,23.0,24.0,21.0,22.0,,,,
10811,10,15,22.0,23.0,24.0,13.0,,,,,,,
10812,24,23,14.0,15.0,10.0,17.0,16.0,18.0,7.0,,,,
10813,6,5,9.0,10.0,16.0,17.0,19.0,20.0,21.0,24.0,23.0,,
10814,9,10,17.0,16.0,18.0,20.0,19.0,15.0,22.0,23.0,24.0,,
10815,20,19,15.0,10.0,17.0,16.0,18.0,7.0,8.0,9.0,5.0,,
